YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Claim
2012,1.0,0,V,V,V,U,1500.0,4,1960,1
2014,1.0,0,V,V,V,U,420.0,4,1960,0
2012,1.0,1,V,N,O,R,1334.0,4,1930,1
2012,1.0,1,V,N,O,R,1375.0,4,1951,0
2012,0.0,1,N,V,V,U,1.0,4,1988,0
2012,1.0,0,V,N,O,R,1200.0,4,1970,0
2012,1.0,0,V,V,V,U,450.0,4,1980,0
2016,0.99726776,0,V,V,V,U,450.0,4,1980,1
2013,1.0,1,V,V,V,U,770.0,4,1960,0
2015,1.0,0,V,N,O,R,1680.0,4,1930,0
2013,1.0,0,V,N,O,R,476.0,4,1900,0
2016,1.0,0,V,N,O,R,476.0,4,1900,0
2012,1.0,0,N,V,V,U,808.0,4,1980,1
2014,1.0,0,N,V,V,U,808.0,4,1980,0
2012,0.24863388,1,N,V,V,U,1.0,4,1988,0
2015,0.695890411,1,N,V,V,U,923.0,4,1980,0
2014,1.0,0,V,N,O,R,4200.0,4,1975,1
2012,1.0,0,N,V,V,U,7460.0,4,1980,1
2014,1.0,0,V,N,O,R,1206.0,4,1970,0
2015,1.0,0,V,N,O,R,700.0,4,1970,0
2014,1.0,0,V,N,O,R,450.0,4,1960,0
2015,1.0,0,V,N,O,R,450.0,4,1960,0
2012,1.0,0,V,N,O,R,2976.0,4,1930,0
2016,0.99726776,0,V,N,O,R,1200.0,4,1975,0
2015,1.0,0,V,N,O,R,1320.0,4,1970,0
2013,1.0,0,V,N,O,R,400.0,4,1920,0
2014,1.0,1,V,N,O,R,1011.0,4,1990,0
2014,1.0,1,V,N,O,R,2000.0,4,1990,0
2014,1.0,0,V,N,O,R,500.0,4,1900,0
2014,1.0,0,V,N,O,R,11000.0,4,1970,1
2015,1.0,0,V,N,O,R,11000.0,4,1970,1
2016,0.75136612,1,V,N,O,R,7838.0,4,1975,1
2014,1.0,0,V,N,O,R,5400.0,4,1970,1
2015,1.0,0,V,N,O,R,11380.0,4,1980,0
2013,1.0,0,V,V,V,U,2844.0,4,1960,1
2015,1.0,0,V,V,V,U,320.0,4,1980,0
2012,1.0,0,V,V,V,U,1862.0,4,1980,0
2013,1.0,0,V,V,V,U,1862.0,4,1980,1
2014,1.0,0,V,V,V,U,1862.0,4,1980,1
2016,0.99726776,0,V,N,O,R,5434.0,4,1975,1
2015,1.0,0,V,N,O,R,2100.0,4,1960,0
2013,1.0,0,V,N,O,R,4055.0,4,1970,0
2015,1.0,0,V,V,V,U,537.0,4,1988,1
2012,1.0,0,V,V,V,U,240.0,4,1980,0
2014,1.0,1,V,V,V,U,1956.0,4,1988,1
2012,1.0,0,V,V,V,U,3400.0,4,1980,0
2014,1.0,0,V,N,O,R,3500.0,4,1988,0
2015,1.0,0,V,N,O,R,3500.0,4,1988,0
2015,1.0,0,V,V,V,U,990.0,4,1980,0
2012,1.0,0,V,V,V,U,2750.0,4,1980,1
2014,1.0,0,N,V,V,U,3287.0,4,1988,1
2012,1.0,0,V,N,O,R,1173.0,4,1999,0
2014,1.0,0,V,N,O,R,900.0,4,1985,0
2015,1.0,0,V,N,O,R,900.0,4,1985,1
2016,1.0,0,N,V,V,U,4565.0,4,1980,0
2013,0.495890411,0,N,V,V,U,5657.0,4,1988,0
2013,0.832876712,0,V,N,O,R,950.0,4,1990,0
2015,1.0,0,V,N,O,R,4800.0,4,2006,0
2012,1.0,1,V,N,O,R,2860.0,4,1970,0
2016,1.0,1,V,V,V,U,4875.0,4,1980,0
2012,1.0,0,V,V,V,U,6410.0,4,1960,1
2012,1.0,0,V,N,O,R,7480.0,4,1978,1
2012,1.0,0,N,V,V,U,860.0,4,1988,0
2012,1.0,0,N,V,V,U,443.0,4,1960,0
2012,1.0,0,N,V,V,U,300.0,4,1980,0
2014,0.747945205,0,N,V,V,U,300.0,4,1980,0
2013,1.0,0,V,N,O,R,2000.0,4,1980,0
2016,0.99726776,0,N,V,V,U,1600.0,4,1980,0
2013,0.947945205,0,N,V,V,U,4755.0,4,1980,1
2016,0.912568306,0,V,N,O,R,1528.0,4,2000,0
2015,1.0,0,V,N,O,R,4327.0,4,1990,1
2016,0.99726776,0,V,N,O,R,4327.0,4,1990,0
2012,1.0,0,V,N,O,R,625.0,4,1968,0
2013,1.0,0,N,V,V,U,450.0,4,1960,0
2015,1.0,1,V,N,O,R,1500.0,4,2001,0
2014,0.504109589,0,V,N,O,R,110.0,4,1900,0
2014,0.832876712,1,N,V,V,U,500.0,4,1988,0
2013,1.0,0,V,N,O,R,1600.0,4,1960,0
2016,0.99726776,1,N,V,V,U,306.0,4,1960,0
2012,1.0,0,V,N,O,R,230.0,2,1900,0
2014,1.0,0,V,N,O,R,4027.0,4,1975,1
2016,0.99726776,0,V,N,O,R,7700.0,4,1970,1
2015,1.0,0,V,N,O,R,3767.0,4,1968,0
2012,1.0,0,V,N,O,R,600.0,4,1970,1
2014,1.0,0,V,N,O,R,8641.0,4,1987,1
2013,1.0,0,V,N,O,R,600.0,4,1976,0
2016,1.0,0,V,N,O,R,1654.0,4,1990,0
2012,1.0,0,V,V,V,U,450.0,4,1980,0
2013,0.82739726,1,N,V,V,U,600.0,4,1980,0
2013,1.0,1,N,V,V,U,700.0,4,1980,1
2014,0.520547945,1,N,V,V,U,400.0,4,1960,0
2013,0.832876712,0,N,V,V,U,476.0,4,1960,0
2012,1.0,0,V,N,O,R,2646.0,4,1970,1
2012,1.0,1,V,N,O,R,365.0,4,1870,0
2016,0.99726776,1,V,N,O,R,365.0,4,1870,0
2012,1.0,0,V,N,O,R,515.0,4,1900,0
2014,1.0,0,V,N,O,R,515.0,4,1900,0
2016,0.99726776,0,V,N,O,R,515.0,4,1900,0
2016,0.333333333,1,V,N,O,R,862.0,4,1960,0
2013,1.0,1,V,N,O,R,600.0,4,1920,1
2012,1.0,1,V,V,V,U,2186.0,4,1980,1
2016,0.99726776,1,V,V,V,U,2186.0,4,1980,0
2014,1.0,1,V,N,O,R,7186.0,4,1970,1
2012,1.0,1,V,N,O,R,4210.0,4,1957,0
2013,1.0,1,V,V,V,U,350.0,4,1960,0
2012,1.0,0,N,V,V,U,1950.0,4,1980,0
2016,1.0,0,N,V,V,U,1950.0,4,1980,0
2013,1.0,1,V,N,O,R,700.0,4,1900,0
2013,1.0,0,N,V,V,U,7500.0,4,1988,0
2014,0.24109589,1,N,V,V,U,1680.0,4,1988,0
2013,1.0,0,V,V,V,U,6055.0,1,1980,0
2015,1.0,0,V,V,V,U,3992.0,1,1960,0
2013,1.0,0,V,V,V,U,4567.0,1,1980,1
2012,1.0,0,V,N,O,R,7200.0,1,1970,0
2014,1.0,0,N,V,V,U,1751.0,1,1988,0
2014,1.0,0,V,N,O,R,3965.0,1,2007,0
2014,1.0,0,V,N,O,R,320.0,1,2000,0
2012,1.0,0,V,N,O,R,300.0,1,1950,0
2016,0.99726776,0,V,V,V,U,120.0,1,1960,0
2014,1.0,0,V,N,O,R,1725.0,1,1961,0
2013,1.0,0,V,N,O,R,2457.0,1,1981,0
2014,1.0,0,V,N,O,R,2457.0,1,1981,0
2012,1.0,0,V,V,V,U,1500.0,1,1980,0
2012,1.0,0,N,V,V,U,2585.0,1,1980,0
2013,1.0,0,V,V,V,U,1000.0,1,1960,0
2016,0.99726776,0,V,V,V,U,1000.0,1,1960,0
2013,1.0,0,N,V,V,U,706.0,1,1980,0
2012,0.581967213,0,V,V,V,U,1390.0,1,1980,0
2012,1.0,0,N,V,V,U,988.0,1,1960,0
2014,1.0,0,N,V,V,U,988.0,1,1960,0
2013,1.0,0,V,V,V,U,2306.0,1,1960,0
2015,0.084931507,0,V,N,O,R,3225.0,1,2015,0
2012,1.0,0,V,N,O,R,1090.0,1,1960,0
2015,1.0,0,V,N,O,R,1090.0,1,1960,0
2016,0.99726776,0,V,N,O,R,500.0,1,1960,0
2012,1.0,1,V,N,O,R,6317.0,1,1613,1
2012,0.163934426,0,V,N,O,R,1300.0,2,1900,0
2013,1.0,0,V,N,O,R,3800.0,2,1960,1
2012,0.868852459,0,N,V,V,U,3773.0,2,1988,0
2016,0.579234973,1,V,N,O,R,500.0,2,1950,0
2013,1.0,0,V,N,O,R,2160.0,1,1900,0
2016,1.0,0,V,N,O,R,3400.0,1,1961,0
2013,1.0,0,V,N,O,R,1650.0,1,1967,0
2016,1.0,0,V,N,O,R,350.0,1,2010,0
2013,1.0,0,V,N,O,R,1030.0,1,1961,0
2012,0.836065574,0,V,N,O,R,432.0,1,1971,0
2015,0.161643836,0,V,N,O,R,432.0,1,1971,0
2012,1.0,0,V,N,O,R,230.0,1,1850,0
2015,1.0,0,V,N,O,R,2500.0,1,1995,0
2013,1.0,0,V,N,O,R,1567.0,1,1950,0
2015,1.0,0,V,N,O,R,1567.0,1,1950,0
2016,1.0,0,V,N,O,R,1567.0,1,1950,0
2013,1.0,0,V,N,O,R,1700.0,1,2001,0
2012,0.836065574,0,V,N,O,R,1751.0,1,1962,1
2014,1.0,0,V,N,O,R,1751.0,1,1962,0
2016,0.663934426,0,V,N,O,R,260.0,1,1900,0
2012,1.0,0,N,V,V,U,405.0,1,1960,0
2014,1.0,0,V,N,O,R,550.0,1,1700,0
2015,1.0,0,N,V,V,U,400.0,1,1960,0
2013,1.0,0,V,N,O,R,906.0,1,1850,1
2016,1.0,0,V,N,O,R,400.0,1,1700,1
2013,1.0,0,V,N,O,R,400.0,1,1850,0
2014,1.0,0,V,N,O,R,400.0,1,1850,0
2013,1.0,0,V,N,O,R,430.0,1,1850,0
2015,1.0,0,V,N,O,R,480.0,1,1850,0
2016,1.0,0,V,N,O,R,480.0,1,1850,0
2013,1.0,0,V,N,O,R,240.0,1,1850,1
2014,1.0,0,V,N,O,R,240.0,1,1850,0
2016,0.99726776,0,V,N,O,R,240.0,1,1850,0
2013,1.0,0,V,N,O,R,1510.0,1,2011,0
2016,1.0,0,V,N,O,R,1510.0,1,2011,0
2016,1.0,0,V,N,O,R,450.0,1,1999,0
2016,1.0,0,V,N,O,R,502.0,1,1950,0
2014,1.0,0,V,N,O,R,1830.0,1,1964,1
2013,1.0,0,V,N,O,R,202.0,1,1900,0
2013,1.0,0,V,N,O,R,1350.0,1,1971,1
2016,1.0,0,V,N,O,R,1350.0,1,1971,0
2016,1.0,0,V,N,O,R,891.0,1,1984,0
2014,1.0,0,V,N,O,R,350.0,1,1940,0
2013,1.0,0,V,N,O,R,4862.0,1,1988,0
2014,1.0,0,V,N,O,R,2700.0,1,1958,1
2016,1.0,0,V,N,O,R,4400.0,1,1974,0
2014,1.0,0,V,N,O,R,6500.0,1,1972,1
2013,1.0,0,V,N,O,R,1500.0,1,1979,1
2012,0.836065574,0,V,N,O,R,1441.0,1,1961,0
2015,1.0,0,V,N,O,R,1395.0,1,1960,0
2016,0.99726776,0,V,V,V,U,800.0,1,1960,0
2013,0.769863014,0,V,V,V,U,320.0,1,1988,1
2012,1.0,0,V,V,V,U,150.0,1,1988,0
2014,1.0,0,V,N,O,R,5781.0,2,2004,1
2012,1.0,0,N,V,V,U,5781.0,2,1960,0
2014,1.0,1,N,V,V,U,4465.0,2,1988,1
2016,1.0,1,N,V,V,U,4465.0,2,1988,1
2015,0.983561644,0,V,N,O,R,4300.0,2,1978,1
2013,1.0,0,V,V,V,U,2000.0,2,1980,0
2014,1.0,0,V,V,V,U,2000.0,2,1980,0
2013,1.0,0,V,N,O,R,520.0,2,1800,0
2014,1.0,0,V,N,O,R,520.0,2,1800,0
2012,1.0,0,V,N,O,R,400.0,2,1900,1
2012,1.0,0,V,V,V,U,600.0,2,1988,0
2014,0.246575342,0,V,V,V,U,2000.0,2,1980,1
2012,1.0,0,N,V,V,U,1800.0,2,1988,0
2015,1.0,0,V,V,V,U,1050.0,2,1980,0
2016,0.99726776,0,V,V,V,U,1050.0,2,1980,0
2013,1.0,0,V,N,O,R,1500.0,2,2008,0
2014,1.0,0,V,N,O,R,750.0,2,1960,0
2016,0.994535519,0,V,N,O,R,750.0,2,1960,0
2015,1.0,0,V,N,O,R,750.0,2,1978,0
2016,0.745901639,0,V,N,O,R,750.0,2,1978,0
2014,1.0,1,N,V,V,U,3023.0,2,1988,1
2015,0.98630137,1,N,V,V,U,2074.0,2,1988,0
2013,0.495890411,0,N,V,V,U,450.0,2,1988,0
2012,1.0,0,N,V,V,U,2277.0,1,1980,0
2012,1.0,0,V,N,O,R,380.0,1,1900,0
2013,1.0,0,V,N,O,R,380.0,1,1900,0
2016,0.99726776,0,V,N,O,R,2064.0,1,2014,0
2012,1.0,0,V,N,O,R,400.0,1,1930,0
2013,1.0,0,V,N,O,R,400.0,1,1930,0
2013,0.791780822,0,V,V,V,U,265.0,1,1960,0
2013,1.0,0,V,N,O,R,275.0,1,1940,0
2013,0.194520548,0,V,V,V,U,400.0,1,1960,0
2013,1.0,1,V,V,V,U,800.0,1,1988,0
2015,0.983561644,1,V,V,V,U,800.0,1,1988,0
2016,0.99726776,1,V,N,O,R,1229.0,1,2001,0
2012,1.0,0,V,N,O,R,1435.0,1,1979,1
2012,1.0,1,V,V,V,U,189.0,1,1960,0
2015,0.983561644,1,V,N,O,R,949.0,1,2002,1
2016,0.967213115,1,V,N,O,R,949.0,1,2002,0
2012,1.0,0,V,N,O,R,3817.0,1,1990,1
2013,0.416438356,0,V,V,V,U,770.0,1,1980,0
2012,1.0,0,V,N,O,R,2016.0,1,1958,0
2012,1.0,1,N,V,V,U,1041.0,1,1980,0
2014,0.915068493,1,N,V,V,U,1041.0,1,1980,0
2013,1.0,0,V,V,V,U,1850.0,1,1980,1
2013,0.747945205,0,V,V,V,U,432.0,1,1980,0
2015,0.953424658,0,V,V,V,U,150.0,1,1960,0
2016,1.0,0,V,V,V,U,350.0,1,1960,0
2013,0.41369863,0,N,V,V,U,3500.0,1,1988,0
2013,1.0,0,V,N,O,R,710.0,1,1950,0
2014,1.0,0,V,N,O,R,400.0,1,1920,0
2015,1.0,0,V,N,O,R,400.0,1,1920,0
2013,1.0,0,N,V,V,U,1800.0,1,1980,0
2015,1.0,0,N,V,V,U,1800.0,1,1980,0
2013,1.0,0,N,V,V,U,300.0,1,1960,0
2014,0.120547945,0,N,V,V,U,3930.0,1,1960,0
2012,1.0,0,N,V,V,U,2350.0,2,1960,0
2015,1.0,0,N,V,V,U,2350.0,2,1960,1
2016,1.0,0,N,V,V,U,420.0,2,1988,0
2012,1.0,0,N,V,V,U,250.0,2,1960,1
2014,1.0,0,N,V,V,U,15.0,2,1960,0
2015,1.0,0,N,V,V,U,15.0,2,1960,0
2013,1.0,0,N,V,V,U,1700.0,1,1980,1
2013,1.0,0,N,V,V,U,1230.0,2,1980,0
2013,1.0,0,N,V,V,U,800.0,2,1980,0
2012,1.0,0,N,V,V,U,930.0,2,1980,0
2013,1.0,0,N,V,V,U,257.0,2,1980,0
2014,1.0,0,N,V,V,U,257.0,2,1980,0
2012,0.0,0,N,V,V,U,3693.0,2,1980,0
2013,1.0,0,V,N,O,R,4814.0,1,2010,1
2015,0.857534247,0,V,N,O,R,4814.0,1,2010,1
2012,1.0,0,V,N,O,R,1350.0,1,1982,0
2013,1.0,0,V,N,O,R,4650.0,1,1960,0
2016,1.0,0,V,N,O,R,4650.0,1,1960,1
2015,0.495890411,1,V,N,O,R,2128.0,2,1960,0
2013,1.0,0,V,N,O,R,2400.0,1,1972,1
2013,1.0,0,V,N,O,R,2039.0,1,1970,0
2016,0.99726776,0,V,N,O,R,2039.0,1,1970,0
2013,1.0,1,V,N,O,R,1200.0,2,1980,1
2013,0.747945205,1,V,N,O,R,8000.0,2,2000,0
2014,0.252054795,0,V,N,O,R,1858.0,1,1972,0
2012,1.0,0,V,N,O,R,124.0,2,1850,0
2013,0.802739726,1,N,V,V,U,500.0,2,1960,0
2012,1.0,0,V,N,O,R,2060.0,2,1970,0
2013,1.0,0,V,N,O,R,630.0,2,1850,1
2012,1.0,0,V,V,V,U,700.0,2,1960,0
2014,1.0,1,N,V,V,U,1972.0,2,1960,1
2015,1.0,1,N,V,V,U,1972.0,2,1960,0
2016,0.99726776,0,V,N,O,R,1675.0,2,1970,0
2014,1.0,0,V,N,O,R,1800.0,1,1970,0
2012,1.0,0,N,V,V,U,620.0,2,1960,0
2012,1.0,0,V,N,O,R,620.0,2,1900,0
2014,1.0,0,V,N,O,R,1920.0,2,1960,0
2014,1.0,0,V,N,O,R,1540.0,2,1960,0
2014,1.0,0,V,N,O,R,1210.0,2,1960,0
2015,1.0,0,V,N,O,R,1210.0,2,1960,0
2013,1.0,0,N,V,V,U,1215.0,2,1980,0
2014,1.0,0,N,V,V,U,1215.0,2,1980,0
2012,1.0,1,V,V,V,U,258.0,1,1980,0
2016,1.0,1,N,V,V,U,400.0,2,1980,0
2014,1.0,0,N,V,V,U,2317.0,2,1960,0
2014,1.0,0,N,V,V,U,3942.0,2,1960,1
2016,0.989071038,0,N,V,V,U,3942.0,2,1960,0
2012,1.0,0,N,V,V,U,2791.0,2,1960,0
2016,0.989071038,0,N,V,V,U,1688.0,2,1960,0
2012,1.0,1,N,V,V,U,3758.0,2,1980,1
2015,0.98630137,1,V,N,O,R,850.0,2,1960,0
2013,1.0,0,N,V,V,U,3120.0,2,1980,1
2012,1.0,1,N,V,V,U,3250.0,1,1988,0
2014,1.0,0,N,V,V,U,910.0,2,1980,0
2013,1.0,0,N,V,V,U,700.0,2,1980,0
2015,1.0,0,N,V,V,U,700.0,2,1980,0
2016,1.0,0,N,V,V,U,700.0,2,1980,0
2014,1.0,0,V,N,O,R,382.0,1,1900,0
2014,0.383561644,1,N,V,V,U,4301.0,1,1988,1
2012,1.0,1,N,V,V,U,1602.0,1,1960,0
2014,1.0,0,N,V,V,U,600.0,1,1980,0
2015,1.0,0,N,V,V,U,600.0,1,1980,0
2013,1.0,0,V,N,O,R,499.0,1,1986,0
2014,1.0,0,V,N,O,R,499.0,1,1986,1
2014,1.0,0,V,N,O,R,400.0,1,1890,0
2014,1.0,0,V,N,O,R,530.0,1,2011,0
2012,0.967213115,0,V,N,O,R,1000.0,1,1960,0
2015,1.0,0,V,N,O,R,1920.0,1,1978,0
2015,1.0,0,V,N,O,R,2240.0,1,1982,0
2013,0.0,0,V,V,V,U,9999.0,1,1960,1
2014,0.0,0,V,V,V,U,9999.0,1,1960,1
2015,1.0,0,V,N,O,R,800.0,1,1993,0
2016,0.99726776,0,V,N,O,R,800.0,1,1993,0
2012,0.163934426,1,N,V,V,U,390.0,1,1960,0
2013,0.246575342,0,V,N,O,R,310.0,1,1950,0
2013,1.0,0,V,V,V,U,693.0,1,1960,0
2015,1.0,0,V,V,V,U,693.0,1,1960,0
2014,0.0,0,V,V,V,U,693.0,1,1960,0
2012,1.0,0,V,V,V,U,439.0,1,1980,0
2013,1.0,0,V,V,V,U,439.0,1,1980,0
2015,0.0,0,V,V,V,U,525.0,1,1960,0
2012,1.0,0,V,V,V,U,1440.0,1,1980,0
2014,1.0,0,V,V,V,U,1440.0,1,1980,0
2016,0.24863388,0,V,V,V,U,1440.0,1,1980,0
2013,1.0,0,V,N,O,R,5716.0,1,1970,0
2012,1.0,0,V,V,V,U,743.0,1,1960,0
2013,0.917808219,0,V,V,V,U,743.0,1,1960,0
2012,1.0,0,V,N,O,R,180.0,1,1992,0
2013,1.0,1,N,V,V,U,500.0,1,1960,0
2012,1.0,0,N,V,V,U,250.0,1,1960,0
2015,1.0,1,V,N,O,R,2000.0,1,2010,0
2012,1.0,1,V,V,V,U,320.0,1,1960,0
2013,1.0,1,N,V,V,U,2100.0,1,1988,1
2013,1.0,0,V,V,V,U,500.0,1,1980,0
2014,1.0,0,V,N,O,R,900.0,1,1977,0
2012,1.0,0,V,V,V,U,530.0,1,1980,1
2012,1.0,0,N,V,V,U,6459.0,1,1988,0
2014,1.0,0,V,N,O,R,400.0,1,1975,1
2014,1.0,0,V,N,O,R,1836.0,1,1971,0
2016,0.99726776,0,V,N,O,R,540.0,1,2015,0
2012,1.0,0,V,N,O,R,802.0,1,2007,0
2013,1.0,0,V,N,O,R,458.0,1,2011,0
2015,1.0,0,V,N,O,R,458.0,1,2011,0
2013,0.843835616,0,N,V,V,U,210.0,1,1960,0
2012,0.25136612,0,V,N,O,R,530.0,1,1978,0
2016,0.704918033,0,V,N,O,R,250.0,1,1972,0
2016,0.967213115,0,V,N,O,R,660.0,1,1960,0
2013,0.150684932,0,N,V,V,U,292.0,1,1960,0
2012,1.0,0,V,V,V,U,443.0,1,1988,0
2013,0.484931507,0,N,V,V,U,4250.0,1,1988,0
2012,1.0,0,V,N,O,R,615.0,1,2010,0
2013,1.0,0,V,N,O,R,615.0,1,2010,0
2014,1.0,0,V,N,O,R,615.0,1,2010,0
2015,1.0,0,V,N,O,R,720.0,1,2005,1
2016,1.0,0,V,N,O,R,600.0,1,2012,0
2016,0.99726776,0,V,N,O,R,1790.0,1,1970,1
2013,1.0,1,V,N,O,R,2707.0,1,2002,0
2012,1.0,0,N,V,V,U,50.0,1,1980,0
2014,1.0,0,N,V,V,U,50.0,1,1980,0
2016,0.99726776,0,N,V,V,U,539.0,1,1960,0
2012,1.0,0,V,V,V,U,210.0,1,1960,0
2012,1.0,0,V,V,V,U,100.0,1,1960,0
2013,0.161643836,1,V,N,O,R,2303.0,1,2004,0
2013,0.495890411,0,V,N,O,R,5414.0,1,2007,0
2013,1.0,0,V,V,V,U,1370.0,1,1980,0
2016,0.99726776,0,V,V,V,U,1370.0,1,1980,0
2012,0.912568306,0,V,N,O,R,198.0,1,1955,0
2014,1.0,1,V,N,O,R,700.0,1,2005,0
2012,1.0,0,N,V,V,U,1500.0,1,1980,0
2014,1.0,0,V,V,V,U,5000.0,1,1980,0
2015,1.0,0,V,V,V,U,5600.0,1,1980,0
2014,1.0,0,N,V,V,U,700.0,1,1960,0
2012,1.0,0,V,V,V,U,1300.0,1,1980,0
2012,1.0,0,N,V,V,U,3397.0,1,1980,1
2012,1.0,0,N,V,V,U,4350.0,1,1980,0
2012,1.0,0,V,N,O,R,1700.0,1,1960,1
2015,1.0,1,V,N,O,R,4400.0,1,1960,0
2016,0.99726776,1,V,N,O,R,4400.0,1,1960,0
2012,1.0,1,V,N,O,R,250.0,1,1950,0
2014,0.246575342,1,N,V,V,U,800.0,1,1988,0
2015,1.0,1,N,V,V,U,300.0,1,1980,0
2014,1.0,0,V,N,O,R,585.0,1,1954,0
2014,1.0,1,V,N,O,R,6000.0,1,1976,1
2012,1.0,0,V,N,O,R,6900.0,1,1969,1
2013,1.0,1,V,N,O,R,105.0,1,1900,0
2012,0.964480874,0,V,N,O,R,3580.0,1,1974,1
2014,0.621917808,0,V,N,O,R,4400.0,1,1960,1
2012,1.0,0,N,V,V,U,1200.0,1,1988,0
2013,1.0,0,N,N,O,R,2590.0,1,1960,0
2016,0.99726776,0,V,N,O,R,808.0,1,2010,1
2016,0.99726776,0,V,N,O,R,200.0,1,2011,0
2013,1.0,0,V,N,O,R,2800.0,1,1970,1
2014,1.0,0,V,N,O,R,2800.0,1,1970,1
2013,1.0,0,V,N,O,R,1050.0,1,1800,1
2015,0.997260274,0,V,N,O,R,1050.0,1,1800,0
2014,0.495890411,0,N,V,V,U,2208.0,1,1980,0
2012,1.0,0,N,V,V,U,2208.0,1,1980,1
2012,1.0,0,N,V,V,U,2208.0,1,1980,0
2013,1.0,0,N,V,V,U,2208.0,1,1980,0
2012,1.0,0,N,V,V,U,2208.0,1,1980,1
2014,1.0,0,V,N,O,R,170.0,1,1950,1
2013,0.665753425,0,N,V,V,U,17860.0,1,1960,1
2016,1.0,0,V,N,O,R,3020.0,1,2006,0
2013,1.0,1,V,N,O,R,5200.0,1,1971,1
2015,0.997260274,1,V,N,O,R,5200.0,1,1971,0
2013,1.0,0,N,V,V,U,840.0,1,1988,0
2016,1.0,0,V,N,O,R,4175.0,1,1991,0
2015,1.0,0,V,V,V,U,3710.0,1,1980,0
2012,0.120218579,0,V,V,V,U,450.0,1,1980,0
2015,1.0,0,V,N,O,R,2880.0,1,1999,1
2012,1.0,0,V,V,V,U,1480.0,1,1960,0
2013,1.0,1,V,V,V,U,186.0,1,1980,0
2012,1.0,0,N,V,V,U,528.0,1,1988,0
2015,1.0,0,N,V,V,U,528.0,1,1988,0
2013,1.0,0,V,N,O,R,1700.0,1,2010,1
2012,0.631147541,1,V,N,O,R,575.0,1,2012,0
2012,1.0,0,V,V,V,U,690.0,1,1980,0
2014,1.0,0,V,V,V,U,350.0,1,1988,0
2016,0.99726776,0,V,V,V,U,350.0,1,1988,0
2012,1.0,0,V,N,O,R,2050.0,1,1995,0
2013,1.0,0,V,N,O,R,2050.0,1,1995,0
2014,1.0,0,V,N,O,R,2050.0,1,1995,0
2013,1.0,1,V,N,O,R,2556.0,1,1974,0
2013,1.0,0,V,N,O,R,1910.0,1,2010,0
2014,1.0,1,V,N,O,R,1780.0,1,1970,0
2015,1.0,1,V,N,O,R,1780.0,1,1970,0
2013,1.0,0,V,N,O,R,3420.0,1,2007,0
2014,1.0,0,V,N,O,R,3420.0,1,2007,0
2012,1.0,0,V,N,O,R,900.0,1,1960,0
2013,0.21369863,0,N,V,V,U,5912.0,1,1988,0
2014,1.0,0,V,N,O,R,498.0,1,1983,0
2015,1.0,0,V,N,O,R,498.0,1,1983,0
2016,0.99726776,0,V,N,O,R,498.0,1,1983,0
2015,1.0,1,V,N,O,R,480.0,1,1983,0
2012,1.0,1,V,V,V,U,3287.0,1,1988,0
2013,0.665753425,1,V,V,V,U,3287.0,1,1988,0
2014,0.923287671,1,V,N,O,R,990.0,1,1970,0
2013,1.0,0,V,N,O,R,3625.0,1,2007,0
2016,0.99726776,0,V,N,O,R,3625.0,1,2007,0
2015,1.0,0,N,V,V,U,3900.0,1,1980,0
2013,1.0,0,N,V,V,U,3600.0,1,1980,1
2014,1.0,0,N,V,V,U,3600.0,1,1980,0
2012,1.0,0,N,V,V,U,2400.0,1,1980,0
2013,1.0,0,N,V,V,U,1818.0,1,1980,0
2016,0.827868852,0,N,V,V,U,1818.0,1,1980,0
2013,1.0,0,N,V,V,U,2780.0,1,1980,1
2014,1.0,0,V,N,O,R,3213.0,1,2010,0
2015,1.0,0,V,N,O,R,3213.0,1,2010,0
2015,1.0,0,V,V,V,U,432.0,1,1960,0
2016,0.99726776,0,V,V,V,U,432.0,1,1960,0
2012,1.0,0,V,V,V,U,250.0,1,1980,0
2013,1.0,0,V,V,V,U,250.0,1,1980,0
2015,1.0,0,V,V,V,U,250.0,1,1980,0
2016,0.99726776,0,V,V,V,U,250.0,1,1980,0
2014,0.336986301,0,V,N,O,R,400.0,1,1980,0
2013,1.0,0,V,V,V,U,3500.0,1,1980,1
2014,1.0,0,V,V,V,U,3600.0,1,1960,0
2012,1.0,0,N,V,V,U,4660.0,1,1980,1
2012,0.99726776,0,V,N,O,R,5160.0,1,1940,0
2014,0.328767123,0,N,V,V,U,2770.0,1,1980,0
2016,0.99726776,0,V,V,V,U,2028.0,1,1980,0
2012,1.0,0,N,V,V,U,485.0,2,1960,0
2016,1.0,0,N,V,V,U,485.0,2,1960,0
2015,1.0,0,V,N,O,R,790.0,2,1900,0
2015,1.0,0,V,N,O,R,2810.0,2,1900,0
2012,1.0,0,N,V,V,U,650.0,2,1960,0
2013,1.0,0,V,N,O,R,2400.0,2,1950,1
2012,1.0,0,N,V,V,U,1300.0,2,1960,1
2016,1.0,0,N,V,V,U,1300.0,2,1960,0
2014,1.0,0,N,V,V,U,510.0,2,1960,1
2015,1.0,0,V,N,O,R,500.0,2,1900,0
2013,0.849315068,0,N,V,V,U,500.0,2,1960,0
2014,1.0,0,V,N,O,R,1200.0,2,1950,0
2012,1.0,0,N,V,V,U,380.0,2,1960,0
